                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    306,                0.70617,                0.39685,                 1.0007,                0.99908,                      1,                  0.995,                 0.8773,                 0.5488,                0.25855,                0.93838,              0.0006636,              0.0006636,              0.0006636
                    307,                0.72271,                0.40511,                 1.0287,                0.99895,                      1,                  0.995,                0.87599,                0.55446,                0.25617,                0.93956,              0.0006603,              0.0006603,              0.0006603
                    308,                0.73408,                0.38738,                 1.0133,                0.99888,                      1,                  0.995,                 0.8759,                 0.5574,                0.25837,                0.93984,               0.000657,               0.000657,               0.000657
                    309,                0.72705,                 0.3909,                0.99826,                0.99869,                      1,                  0.995,                0.87153,                0.57443,                0.25843,                0.94709,              0.0006537,              0.0006537,              0.0006537
                    310,                 0.7675,                0.42337,                 1.0397,                0.99869,                      1,                  0.995,                0.85744,                0.59684,                0.25552,                0.95791,              0.0006504,              0.0006504,              0.0006504
                    311,                0.74518,                0.37249,                0.99574,                0.99878,                      1,                  0.995,                0.86163,                0.57979,                0.25634,                0.95351,              0.0006471,              0.0006471,              0.0006471
                    312,                0.66831,                0.36227,                0.99124,                 0.9989,                      1,                  0.995,                0.86274,                0.55606,                 0.2514,                0.94715,              0.0006438,              0.0006438,              0.0006438
                    313,                0.70955,                0.38067,                0.99089,                0.99915,                      1,                  0.995,                0.87958,                0.55473,                 0.2536,                0.94665,             0.00064049,             0.00064049,             0.00064049
                    314,                0.63711,                0.36699,                0.96274,                0.99914,                      1,                  0.995,                 0.8692,                0.56055,                0.25055,                  0.943,             0.00063719,             0.00063719,             0.00063719
                    315,                0.73323,                 0.3938,                0.99748,                0.99914,                      1,                  0.995,                0.87321,                0.57239,                0.25126,                0.94654,             0.00063389,             0.00063389,             0.00063389
                    316,                0.70346,                0.37764,                0.97805,                0.99908,                      1,                  0.995,                0.87766,                0.56142,                0.25476,                0.94113,             0.00063059,             0.00063059,             0.00063059
                    317,                0.70896,                0.37566,                 1.0157,                0.99912,                      1,                  0.995,                0.86738,                0.56881,                0.25834,                0.94082,             0.00062729,             0.00062729,             0.00062729
                    318,                0.68871,                0.37776,                  1.005,                 0.9991,                      1,                  0.995,                 0.8692,                0.55811,                0.24735,                0.93808,             0.00062399,             0.00062399,             0.00062399
                    319,                0.68633,                0.38087,                0.98663,                 0.9991,                      1,                  0.995,                0.87791,                  0.538,                0.24223,                0.93533,             0.00062069,             0.00062069,             0.00062069
                    320,                0.71399,                 0.3689,                0.99743,                0.99912,                      1,                  0.995,                0.87217,                0.55001,                0.24738,                0.93982,             0.00061739,             0.00061739,             0.00061739
                    321,                0.70579,                0.37036,                0.99479,                0.99912,                      1,                  0.995,                0.87669,                0.54592,                0.24544,                0.93457,             0.00061409,             0.00061409,             0.00061409
                    322,                0.71576,                0.38042,                 1.0228,                0.99902,                      1,                  0.995,                0.87117,                0.56991,                0.25556,                0.94444,             0.00061079,             0.00061079,             0.00061079
                    323,                0.71068,                0.37713,                0.99751,                0.99902,                      1,                  0.995,                0.86989,                0.57362,                0.25798,                0.94913,             0.00060749,             0.00060749,             0.00060749
                    324,                0.72962,                0.39267,                0.99732,                0.99901,                      1,                  0.995,                0.87249,                0.56357,                0.25761,                 0.9433,             0.00060419,             0.00060419,             0.00060419
                    325,                0.72436,                0.38561,                0.98466,                0.99885,                      1,                  0.995,                0.87844,                0.55364,                 0.2623,                0.93515,             0.00060089,             0.00060089,             0.00060089
                    326,                0.68642,                 0.3848,                0.99398,                0.99861,                      1,                  0.995,                0.88022,                0.54048,                0.25584,                0.92944,             0.00059759,             0.00059759,             0.00059759
                    327,                0.69804,                0.36293,                0.98754,                0.99859,                      1,                  0.995,                0.88014,                0.53007,                0.25069,                0.92984,             0.00059429,             0.00059429,             0.00059429
                    328,                0.70451,                0.41188,                 1.0288,                0.99832,                      1,                  0.995,                0.88723,                0.52511,                0.24639,                0.92704,             0.00059098,             0.00059098,             0.00059098
                    329,                0.69127,                0.41478,                 1.0015,                0.99891,                      1,                  0.995,                0.88279,                0.52568,                 0.2487,                 0.9263,             0.00058768,             0.00058768,             0.00058768
                    330,                 0.7047,                0.38425,                0.98578,                0.99914,                      1,                  0.995,                0.88397,                0.53107,                0.24711,                0.92536,             0.00058438,             0.00058438,             0.00058438
                    331,                0.67073,                0.38582,                0.99623,                0.99916,                      1,                  0.995,                0.88116,                0.53259,                0.24287,                0.92794,             0.00058108,             0.00058108,             0.00058108
                    332,                0.71499,                 0.3978,                 1.0332,                0.99915,                      1,                  0.995,                0.88134,                 0.5365,                0.24074,                  0.931,             0.00057778,             0.00057778,             0.00057778
                    333,                0.65951,                0.36205,                 0.9777,                0.99907,                      1,                  0.995,                 0.8699,                0.54593,                 0.2438,                0.93662,             0.00057448,             0.00057448,             0.00057448
                    334,                0.69851,                0.37976,                0.99847,                0.99903,                      1,                  0.995,                0.87094,                0.53752,                0.24523,                0.93745,             0.00057118,             0.00057118,             0.00057118
                    335,                0.68143,                0.38368,                0.99745,                0.99897,                      1,                  0.995,                0.87221,                0.54289,                 0.2496,                0.93848,             0.00056788,             0.00056788,             0.00056788
                    336,                0.71941,                0.38926,                0.99616,                0.99916,                      1,                  0.995,                0.87101,                 0.5516,                0.24664,                0.94362,             0.00056458,             0.00056458,             0.00056458
                    337,                0.71031,                0.36783,                 1.0149,                0.99911,                      1,                  0.995,                0.87807,                0.54467,                0.24388,                0.93719,             0.00056128,             0.00056128,             0.00056128
                    338,                0.75181,                0.37945,                 1.0313,                0.99907,                      1,                  0.995,                0.87675,                0.53991,                0.23948,                  0.933,             0.00055798,             0.00055798,             0.00055798
                    339,                0.66838,                0.37206,                0.99094,                0.99914,                      1,                  0.995,                0.88679,                0.52173,                0.24582,                0.92815,             0.00055468,             0.00055468,             0.00055468
                    340,                0.66296,                0.35267,                0.97314,                0.99909,                      1,                  0.995,                0.89112,                 0.5087,                0.24265,                0.92293,             0.00055138,             0.00055138,             0.00055138
                    341,                0.70951,                0.36232,                 1.0288,                0.99901,                      1,                  0.995,                  0.886,                0.50607,                0.23777,                0.91809,             0.00054808,             0.00054808,             0.00054808
                    342,                0.66276,                0.35233,                0.98539,                0.99902,                      1,                  0.995,                0.88977,                0.49892,                0.23508,                0.91459,             0.00054478,             0.00054478,             0.00054478
                    343,                0.69775,                0.37566,                0.99416,                0.99913,                      1,                  0.995,                0.87358,                0.53301,                0.24037,                0.92366,             0.00054147,             0.00054147,             0.00054147
                    344,                0.70986,                0.39164,                 1.0154,                 0.9992,                      1,                  0.995,                0.88131,                0.52492,                0.24154,                0.92124,             0.00053817,             0.00053817,             0.00053817
                    345,                0.67215,                0.36856,                0.99136,                0.99917,                      1,                  0.995,                0.88671,                0.50819,                0.23418,                0.91758,             0.00053487,             0.00053487,             0.00053487
                    346,                0.72926,                0.38264,                 1.0132,                0.99913,                      1,                  0.995,                0.89176,                0.49711,                 0.2332,                0.91536,             0.00053157,             0.00053157,             0.00053157
                    347,                0.66167,                0.36262,                0.98374,                0.99912,                      1,                  0.995,                0.89274,                0.49659,                0.23451,                0.91555,             0.00052827,             0.00052827,             0.00052827
                    348,                0.65986,                0.37802,                 0.9908,                 0.9991,                      1,                  0.995,                0.89364,                 0.5015,                0.23655,                 0.9152,             0.00052497,             0.00052497,             0.00052497
                    349,                0.61578,                0.34903,                0.99739,                0.99905,                      1,                  0.995,                0.89045,                0.49766,                0.23338,                0.91336,             0.00052167,             0.00052167,             0.00052167
                    350,                0.66974,                0.33987,                 0.9614,                0.99899,                      1,                  0.995,                0.89234,                0.49729,                 0.2406,                0.91452,             0.00051837,             0.00051837,             0.00051837
                    351,                0.67195,                0.37494,                0.98728,                0.99899,                      1,                  0.995,                0.88513,                0.50992,                0.24583,                0.92072,             0.00051507,             0.00051507,             0.00051507
                    352,                0.69085,                0.37187,                0.99408,                0.99911,                      1,                  0.995,                0.87123,                0.55499,                0.25245,                0.93663,             0.00051177,             0.00051177,             0.00051177
                    353,                0.67454,                0.35156,                0.97914,                0.99891,                      1,                  0.995,                0.87939,                0.52104,                0.24932,                0.92732,             0.00050847,             0.00050847,             0.00050847
                    354,                0.68985,                0.38086,                 1.0046,                0.99914,                      1,                  0.995,                0.90081,                0.50282,                0.24899,                0.91655,             0.00050517,             0.00050517,             0.00050517
                    355,                0.67602,                0.36274,                0.98066,                0.99876,                      1,                  0.995,                0.89155,                 0.4977,                0.24717,                0.91134,             0.00050187,             0.00050187,             0.00050187
                    356,                0.68112,                0.37694,                0.98179,                0.99906,                      1,                  0.995,                 0.8933,                0.49431,                0.24206,                0.90882,             0.00049857,             0.00049857,             0.00049857
                    357,                 0.6821,                 0.3797,                      1,                0.99911,                      1,                  0.995,                0.89482,                0.50918,                0.24284,                0.91603,             0.00049527,             0.00049527,             0.00049527
                    358,                0.69612,                0.37122,                0.99364,                0.99912,                      1,                  0.995,                0.90148,                0.49515,                0.23982,                0.91058,             0.00049197,             0.00049197,             0.00049197
                    359,                0.67917,                0.39147,                 0.9952,                0.99911,                      1,                  0.995,                0.90589,                0.48127,                0.23595,                0.90095,             0.00048866,             0.00048866,             0.00048866
                    360,                0.67791,                 0.3657,                 1.0005,                0.99917,                      1,                  0.995,                0.89688,                0.49301,                0.23435,                0.90466,             0.00048536,             0.00048536,             0.00048536
                    361,                0.67208,                0.35647,                0.98152,                0.99913,                      1,                  0.995,                0.90532,                  0.488,                0.22593,                0.90267,             0.00048206,             0.00048206,             0.00048206
                    362,                0.63658,                 0.3541,                0.95926,                0.99911,                      1,                  0.995,                0.89847,                0.49587,                0.23149,                0.90566,             0.00047876,             0.00047876,             0.00047876
                    363,                0.63771,                0.35001,                0.97097,                0.99916,                      1,                  0.995,                0.90849,                0.47638,                0.22671,                0.89795,             0.00047546,             0.00047546,             0.00047546
                    364,                0.66981,                0.36309,                 1.0108,                0.99913,                      1,                  0.995,                0.90208,                0.49215,                 0.2307,                0.90566,             0.00047216,             0.00047216,             0.00047216
                    365,                0.69194,                0.36649,                0.99833,                0.99886,                      1,                  0.995,                0.89548,                0.49473,                0.23796,                0.90798,             0.00046886,             0.00046886,             0.00046886
                    366,                0.64656,                0.35082,                0.98833,                0.99875,                      1,                  0.995,                0.89246,                0.49125,                0.24259,                0.90555,             0.00046556,             0.00046556,             0.00046556
                    367,                0.64641,                0.36011,                0.98969,                0.99881,                      1,                  0.995,                0.89583,                0.49504,                0.24003,                0.90754,             0.00046226,             0.00046226,             0.00046226
                    368,                 0.6275,                0.34606,                0.96172,                  0.999,                      1,                  0.995,                0.90061,                0.48601,                0.23311,                0.90292,             0.00045896,             0.00045896,             0.00045896
                    369,                0.64094,                0.34073,                0.97288,                 0.9992,                      1,                  0.995,                 0.8912,                0.49669,                0.23757,                0.90443,             0.00045566,             0.00045566,             0.00045566
                    370,                0.66124,                0.38016,                0.99138,                 0.9991,                      1,                  0.995,                0.89343,                0.48784,                0.23412,                0.90253,             0.00045236,             0.00045236,             0.00045236
                    371,                0.59915,                0.35395,                0.99565,                0.99903,                      1,                  0.995,                0.89526,                0.48334,                0.22799,                0.89946,             0.00044906,             0.00044906,             0.00044906
                    372,                0.67054,                0.36414,                 1.0116,                0.99904,                      1,                  0.995,                0.89289,                0.49544,                0.23087,                0.90434,             0.00044576,             0.00044576,             0.00044576
                    373,                0.68105,                0.34691,                0.99314,                 0.9991,                      1,                  0.995,                  0.894,                0.49319,                0.23274,                 0.9058,             0.00044246,             0.00044246,             0.00044246
                    374,                0.64632,                0.32581,                0.95965,                 0.9991,                      1,                  0.995,                0.90841,                0.46706,                0.21893,                 0.8928,             0.00043915,             0.00043915,             0.00043915
                    375,                0.68364,                0.35533,                0.98291,                0.99914,                      1,                  0.995,                0.90646,                0.46128,                0.21941,                 0.8904,             0.00043585,             0.00043585,             0.00043585
                    376,                0.65235,                0.36589,                0.97003,                0.99917,                      1,                  0.995,                0.90983,                0.45372,                 0.2231,                0.88851,             0.00043255,             0.00043255,             0.00043255
                    377,                0.65596,                0.35141,                0.97702,                0.99915,                      1,                  0.995,                0.90759,                0.45276,                 0.2212,                0.88861,             0.00042925,             0.00042925,             0.00042925
                    378,                0.64977,                0.36291,                  0.998,                0.99915,                      1,                  0.995,                0.90875,                0.45974,                 0.2216,                0.89312,             0.00042595,             0.00042595,             0.00042595
                    379,                0.61251,                0.34919,                0.99311,                0.99907,                      1,                  0.995,                0.90471,                0.47186,                0.22711,                0.89405,             0.00042265,             0.00042265,             0.00042265
                    380,                0.63441,                0.35015,                0.98391,                0.99896,                      1,                  0.995,                0.90361,                0.48235,                0.23262,                0.89383,             0.00041935,             0.00041935,             0.00041935
                    381,                0.62549,                0.35575,                 0.9655,                0.99896,                      1,                  0.995,                0.91315,                0.46047,                 0.2254,                0.88786,             0.00041605,             0.00041605,             0.00041605
                    382,                0.63995,                 0.3393,                0.95794,                0.99915,                      1,                  0.995,                0.91399,                0.45874,                0.22103,                0.88909,             0.00041275,             0.00041275,             0.00041275
                    383,                0.60186,                0.32425,                 0.9726,                0.99924,                      1,                  0.995,                0.91221,                0.46389,                0.22021,                0.88995,             0.00040945,             0.00040945,             0.00040945
                    384,                0.64403,                0.36327,                0.99281,                0.99923,                      1,                  0.995,                 0.9092,                0.47174,                0.22237,                0.89123,             0.00040615,             0.00040615,             0.00040615
                    385,                0.63048,                0.37778,                0.98927,                0.99919,                      1,                  0.995,                0.91295,                0.46137,                0.21664,                0.88644,             0.00040285,             0.00040285,             0.00040285
                    386,                0.62638,                0.35274,                 0.9663,                0.99919,                      1,                  0.995,                0.91128,                0.45529,                0.21369,                0.88392,             0.00039955,             0.00039955,             0.00039955
                    387,                0.69209,                0.35248,                0.99705,                 0.9992,                      1,                  0.995,                0.90986,                0.45156,                0.21804,                 0.8822,             0.00039625,             0.00039625,             0.00039625
                    388,                0.64483,                0.36419,                0.98174,                0.99917,                      1,                  0.995,                0.91085,                0.44113,                0.21338,                 0.8802,             0.00039295,             0.00039295,             0.00039295
                    389,                0.65603,                0.36213,                  0.986,                0.99917,                      1,                  0.995,                0.90612,                0.44207,                0.22094,                0.88148,             0.00038964,             0.00038964,             0.00038964
                    390,                0.63465,                 0.3504,                0.96542,                0.99913,                      1,                  0.995,                0.91147,                0.44146,                0.22366,                0.88104,             0.00038634,             0.00038634,             0.00038634
                    391,                 0.6177,                 0.3361,                0.96392,                 0.9991,                      1,                  0.995,                0.90603,                  0.439,                0.22125,                0.88285,             0.00038304,             0.00038304,             0.00038304
                    392,                0.63541,                0.34403,                0.97916,                0.99913,                      1,                  0.995,                0.90892,                0.43415,                0.21995,                0.88267,             0.00037974,             0.00037974,             0.00037974
                    393,                0.60276,                0.34983,                0.94712,                0.99916,                      1,                  0.995,                0.91736,                0.42729,                0.21627,                0.88027,             0.00037644,             0.00037644,             0.00037644
                    394,                0.58381,                 0.3209,                0.94567,                0.99916,                      1,                  0.995,                0.92108,                0.43097,                0.21383,                0.87997,             0.00037314,             0.00037314,             0.00037314
                    395,                0.64327,                0.35421,                0.98451,                0.99918,                      1,                  0.995,                0.92299,                0.42557,                0.21252,                 0.8763,             0.00036984,             0.00036984,             0.00036984
                    396,                0.62504,                0.35106,                0.96417,                0.99915,                      1,                  0.995,                0.92359,                0.41479,                0.20557,                0.87371,             0.00036654,             0.00036654,             0.00036654
                    397,                0.64873,                0.34333,                0.97326,                0.99917,                      1,                  0.995,                0.92445,                0.41506,                0.20603,                0.87525,             0.00036324,             0.00036324,             0.00036324
                    398,                0.61231,                0.32463,                0.97224,                0.99915,                      1,                  0.995,                0.92331,                0.41808,                0.20901,                0.87584,             0.00035994,             0.00035994,             0.00035994
                    399,                0.59555,                 0.3417,                0.95929,                0.99916,                      1,                  0.995,                0.91857,                0.42322,                 0.2101,                0.87582,             0.00035664,             0.00035664,             0.00035664
                    400,                0.58472,                 0.3196,                0.94924,                0.99903,                      1,                  0.995,                0.91991,                0.42153,                0.21093,                0.87478,             0.00035334,             0.00035334,             0.00035334
                    401,                0.60817,                0.33582,                0.98077,                0.99907,                      1,                  0.995,                0.92427,                0.41783,                 0.2109,                0.87409,             0.00035004,             0.00035004,             0.00035004
                    402,                0.60433,                0.34289,                0.97902,                0.99909,                      1,                  0.995,                0.92058,                0.42736,                0.21153,                0.87693,             0.00034674,             0.00034674,             0.00034674
                    403,                0.60817,                0.33982,                0.97143,                0.99911,                      1,                  0.995,                0.92143,                0.42077,                0.20907,                0.87485,             0.00034344,             0.00034344,             0.00034344
                    404,                0.63276,                0.33213,                0.96883,                0.99909,                      1,                  0.995,                 0.9172,                0.43353,                0.21551,                0.87777,             0.00034013,             0.00034013,             0.00034013
                    405,                 0.6216,                0.33598,                0.96916,                0.99905,                      1,                  0.995,                0.92073,                0.43305,                0.21519,                0.87643,             0.00033683,             0.00033683,             0.00033683
                    406,                 0.6315,                0.33265,                0.97869,                0.99902,                      1,                  0.995,                0.92696,                0.42045,                0.21203,                0.87087,             0.00033353,             0.00033353,             0.00033353
                    407,                 0.6126,                0.35012,                0.96003,                0.99909,                      1,                  0.995,                  0.928,                0.41793,                0.21019,                0.86891,             0.00033023,             0.00033023,             0.00033023
                    408,                0.62156,                0.33472,                0.97941,                0.99906,                      1,                  0.995,                0.92969,                0.41702,                0.20527,                0.86894,             0.00032693,             0.00032693,             0.00032693
                    409,                0.62843,                0.33342,                0.96642,                0.99901,                      1,                  0.995,                 0.9238,                0.42112,                0.20583,                0.86901,             0.00032363,             0.00032363,             0.00032363
                    410,                0.64411,                0.34488,                0.98081,                0.99895,                      1,                  0.995,                0.92703,                   0.42,                0.20521,                0.86736,             0.00032033,             0.00032033,             0.00032033
                    411,                0.58164,                0.31629,                 0.9546,                0.99894,                      1,                  0.995,                0.92939,                0.40741,                0.20508,                0.86399,             0.00031703,             0.00031703,             0.00031703
                    412,                0.58706,                 0.3295,                0.95404,                0.99893,                      1,                  0.995,                0.93281,                0.40923,                0.20612,                0.86554,             0.00031373,             0.00031373,             0.00031373
                    413,                0.61078,                0.35338,                0.96963,                0.99898,                      1,                  0.995,                0.92818,                 0.4272,                0.21308,                0.87095,             0.00031043,             0.00031043,             0.00031043
                    414,                0.63736,                0.36159,                0.96007,                  0.999,                      1,                  0.995,                0.92673,                0.42349,                0.21563,                0.87118,             0.00030713,             0.00030713,             0.00030713
                    415,                0.61391,                0.34372,                0.97142,                0.99903,                      1,                  0.995,                0.93196,                0.41963,                0.21606,                0.87111,             0.00030383,             0.00030383,             0.00030383
                    416,                0.60109,                0.33733,                0.94368,                0.99961,                      1,                  0.995,                0.93346,                0.42631,                0.21484,                0.87161,             0.00030053,             0.00030053,             0.00030053
                    417,                0.65202,                0.34993,                0.97587,                0.99917,                      1,                  0.995,                0.93403,                0.43057,                0.21566,                0.87045,             0.00029723,             0.00029723,             0.00029723
                    418,                0.59044,                 0.3295,                0.95145,                0.99916,                      1,                  0.995,                0.93882,                0.41694,                0.21033,                0.86673,             0.00029393,             0.00029393,             0.00029393
                    419,                0.62461,                0.36561,                0.97674,                0.99919,                      1,                  0.995,                0.93955,                0.40495,                0.20592,                0.86579,             0.00029062,             0.00029062,             0.00029062
                    420,                0.62446,                0.33123,                0.96908,                 0.9992,                      1,                  0.995,                0.93643,                0.40015,                0.20298,                0.86794,             0.00028732,             0.00028732,             0.00028732
                    421,                0.59082,                0.32861,                0.98472,                 0.9992,                      1,                  0.995,                0.93427,                0.41067,                0.20478,                0.87228,             0.00028402,             0.00028402,             0.00028402
                    422,                0.60319,                0.34687,                0.95791,                 0.9992,                      1,                  0.995,                0.93713,                0.41546,                0.20583,                0.87358,             0.00028072,             0.00028072,             0.00028072
                    423,                 0.5979,                0.32507,                0.95631,                0.99923,                      1,                  0.995,                0.93855,                0.41466,                0.20776,                0.87072,             0.00027742,             0.00027742,             0.00027742
                    424,                0.59871,                0.33356,                 0.9438,                0.99919,                      1,                  0.995,                 0.9411,                0.40434,                 0.2072,                0.86644,             0.00027412,             0.00027412,             0.00027412
                    425,                0.62106,                0.33558,                0.95168,                0.99918,                      1,                  0.995,                0.94144,                0.40346,                0.20851,                0.86484,             0.00027082,             0.00027082,             0.00027082
                    426,                0.60327,                0.33968,                0.95791,                0.99915,                      1,                  0.995,                0.94186,                0.41036,                0.21185,                0.86734,             0.00026752,             0.00026752,             0.00026752
                    427,                 0.5746,                0.32358,                0.96068,                0.99915,                      1,                  0.995,                0.93845,                0.40686,                0.21003,                0.86645,             0.00026422,             0.00026422,             0.00026422
                    428,                0.56064,                0.32017,                0.95613,                0.99919,                      1,                  0.995,                 0.9404,                0.39912,                0.20605,                 0.8642,             0.00026092,             0.00026092,             0.00026092
                    429,                0.58555,                0.32112,                 0.9704,                0.99921,                      1,                  0.995,                0.94244,                0.38991,                0.20056,                0.86114,             0.00025762,             0.00025762,             0.00025762
                    430,                0.65573,                0.34579,                0.99477,                0.99915,                      1,                  0.995,                0.94255,                0.38169,                0.19963,                 0.8585,             0.00025432,             0.00025432,             0.00025432
                    431,                0.55891,                0.32028,                0.95968,                0.99911,                      1,                  0.995,                0.94255,                0.37733,                0.19973,                 0.8579,             0.00025102,             0.00025102,             0.00025102
                    432,                0.56488,                0.31712,                0.95009,                 0.9991,                      1,                  0.995,                0.94167,                0.38372,                0.20081,                 0.8603,             0.00024772,             0.00024772,             0.00024772
                    433,                 0.5625,                0.31096,                0.93502,                0.99917,                      1,                  0.995,                0.93794,                0.39153,                0.20379,                0.86249,             0.00024442,             0.00024442,             0.00024442
                    434,                0.54196,                0.30188,                0.91892,                0.99919,                      1,                  0.995,                0.93937,                0.38413,                0.19927,                0.86128,             0.00024111,             0.00024111,             0.00024111
                    435,                 0.5675,                 0.3155,                0.94037,                 0.9992,                      1,                  0.995,                0.94524,                 0.3761,                0.19483,                 0.8602,             0.00023781,             0.00023781,             0.00023781
                    436,                0.54366,                0.31925,                 0.9321,                0.99918,                      1,                  0.995,                0.94261,                0.38238,                0.19399,                 0.8619,             0.00023451,             0.00023451,             0.00023451
                    437,                0.54944,                0.29443,                0.93562,                0.99918,                      1,                  0.995,                0.94581,                0.38408,                 0.1967,                0.86117,             0.00023121,             0.00023121,             0.00023121
                    438,                 0.5719,                0.31199,                0.93765,                 0.9992,                      1,                  0.995,                0.95007,                0.37841,                0.19548,                0.85881,             0.00022791,             0.00022791,             0.00022791
                    439,                0.57353,                0.32013,                0.97732,                0.99919,                      1,                  0.995,                0.94732,                0.37714,                 0.1958,                0.85659,             0.00022461,             0.00022461,             0.00022461
                    440,                0.55547,                0.32585,                0.93287,                0.99917,                      1,                  0.995,                0.94854,                0.37885,                0.19015,                 0.8567,             0.00022131,             0.00022131,             0.00022131
                    441,                0.59708,                0.31595,                0.95713,                0.99917,                      1,                  0.995,                0.95245,                0.38215,                 0.1915,                0.85635,             0.00021801,             0.00021801,             0.00021801
                    442,                0.58691,                 0.3154,                0.95392,                0.99915,                      1,                  0.995,                0.94856,                0.37524,                0.18949,                0.85349,             0.00021471,             0.00021471,             0.00021471
                    443,                0.52848,                0.29758,                0.92635,                0.99914,                      1,                  0.995,                0.95071,                0.36808,                 0.1887,                 0.8506,             0.00021141,             0.00021141,             0.00021141
                    444,                 0.5595,                  0.326,                0.94189,                0.99909,                      1,                  0.995,                0.95127,                0.36969,                0.19161,                0.84957,             0.00020811,             0.00020811,             0.00020811
                    445,                0.53602,                0.28971,                0.95012,                0.99907,                      1,                  0.995,                0.94858,                0.37426,                0.19218,                0.85026,             0.00020481,             0.00020481,             0.00020481
                    446,                0.53699,                0.30526,                0.93899,                0.99907,                      1,                  0.995,                0.94834,                0.37507,                0.19731,                 0.8509,             0.00020151,             0.00020151,             0.00020151
                    447,                0.54161,                0.31009,                0.91079,                0.99908,                      1,                  0.995,                 0.9453,                 0.3773,                0.19658,                0.85293,             0.00019821,             0.00019821,             0.00019821
                    448,                0.57303,                0.33085,                0.96564,                0.99906,                      1,                  0.995,                0.93917,                0.37893,                0.19337,                 0.8533,             0.00019491,             0.00019491,             0.00019491
                    449,                 0.5563,                 0.3169,                0.94398,                0.99905,                      1,                  0.995,                0.93401,                0.38203,                 0.1947,                0.85431,              0.0001916,              0.0001916,              0.0001916
                    450,                0.58666,                0.32521,                0.95809,                0.99909,                      1,                  0.995,                 0.9389,                0.37551,                0.18943,                0.85165,              0.0001883,              0.0001883,              0.0001883
                    451,                0.53193,                 0.3136,                0.95082,                0.99912,                      1,                  0.995,                0.94638,                0.36452,                0.18316,                0.84753,               0.000185,               0.000185,               0.000185
                    452,                0.53836,                0.30561,                 0.9477,                0.99915,                      1,                  0.995,                 0.9488,                0.36362,                0.18472,                 0.8463,              0.0001817,              0.0001817,              0.0001817
                    453,                0.55033,                0.29057,                0.92641,                0.99913,                      1,                  0.995,                 0.9506,                0.36654,                0.19025,                0.84932,              0.0001784,              0.0001784,              0.0001784
                    454,                0.52324,                 0.2993,                0.94997,                0.99915,                      1,                  0.995,                  0.949,                0.36833,                0.18976,                0.85044,              0.0001751,              0.0001751,              0.0001751
                    455,                0.56566,                0.30755,                0.94468,                0.99916,                      1,                  0.995,                 0.9483,                0.37391,                0.19026,                0.85113,              0.0001718,              0.0001718,              0.0001718
                    456,                  0.522,                 0.2888,                0.93483,                0.99919,                      1,                  0.995,                0.94221,                 0.3767,                0.19422,                0.84971,              0.0001685,              0.0001685,              0.0001685
                    457,                0.50889,                0.30643,                0.92927,                0.99919,                      1,                  0.995,                0.94259,                0.37895,                0.19338,                0.84884,              0.0001652,              0.0001652,              0.0001652
                    458,                0.54521,                 0.3057,                 0.9257,                0.99919,                      1,                  0.995,                0.94731,                0.37347,                0.19357,                0.84749,              0.0001619,              0.0001619,              0.0001619
                    459,                0.58792,                0.32631,                0.96549,                 0.9992,                      1,                  0.995,                0.94951,                0.37005,                0.19331,                0.84624,              0.0001586,              0.0001586,              0.0001586
                    460,                0.57738,                0.32836,                0.96726,                0.99918,                      1,                  0.995,                0.95083,                0.36342,                0.19364,                0.84472,              0.0001553,              0.0001553,              0.0001553
                    461,                0.53599,                 0.2931,                0.92805,                 0.9992,                      1,                  0.995,                0.95006,                 0.3534,                0.18965,                0.84239,               0.000152,               0.000152,               0.000152
                    462,                 0.5576,                0.31338,                0.94568,                0.99921,                      1,                  0.995,                0.94919,                0.34613,                0.18724,                0.84129,              0.0001487,              0.0001487,              0.0001487
                    463,                0.54406,                0.31879,                0.94456,                0.99918,                      1,                  0.995,                0.95099,                0.34434,                0.18522,                0.84165,              0.0001454,              0.0001454,              0.0001454
                    464,                0.55154,                0.30967,                0.93913,                0.99917,                      1,                  0.995,                0.95205,                0.34564,                0.18561,                0.84239,              0.0001421,              0.0001421,              0.0001421
                    465,                0.56095,                0.31429,                0.94204,                0.99921,                      1,                  0.995,                0.95059,                0.35136,                0.18543,                0.84352,             0.00013879,             0.00013879,             0.00013879
                    466,                0.52455,                0.30093,                0.93434,                0.99921,                      1,                  0.995,                0.95131,                0.34442,                0.18362,                0.84125,             0.00013549,             0.00013549,             0.00013549
                    467,                0.59223,                0.32976,                0.94561,                0.99919,                      1,                  0.995,                0.95459,                0.33629,                0.18223,                0.83887,             0.00013219,             0.00013219,             0.00013219
                    468,                0.52875,                0.30636,                0.93985,                0.99918,                      1,                  0.995,                0.95472,                0.33736,                0.18358,                0.83926,             0.00012889,             0.00012889,             0.00012889
                    469,                0.56772,                0.30837,                0.93899,                0.99914,                      1,                  0.995,                0.95531,                0.34222,                0.18334,                0.84152,             0.00012559,             0.00012559,             0.00012559
                    470,                0.53007,                0.28926,                0.92214,                0.99915,                      1,                  0.995,                0.95508,                0.34093,                 0.1822,                0.84149,             0.00012229,             0.00012229,             0.00012229
